Empresa,"Tipo
Docto","Nro
Docto",Detalle,DOCUMENTO CRUCE
Ticenergi,NQ,26,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,27,COMPROBANTE DE CAUSACION,
Ticenergi,NI,129,ECANOLA TRASLADO AL COSTO NOMINA 2021,
Ticenergi,NQ,28,COMPROBANTE DE CAUSACION,
Ticenergi,LP,42,COMPROBANTE DE CAUSACION,
Ticenergi,NI,138,ECANOLA AJUSTES,
Ticenergi,NI,189,LRESTREP/MAYOR VALOR AJUSTADO EN NI 138,
Ticenergi,NQ,26,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,27,COMPROBANTE DE CAUSACION,
Ticenergi,NI,129,ECANOLA TRASLADO AL COSTO NOMINA 2021,
Ticenergi,NQ,28,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,29,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,30,COMPROBANTE DE CAUSACION,
Ticenergi,NI,138,ECANOLA TRASLADO AL GASTO NOMINA 2021,
Ticenergi,NQ,31,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,32,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,33,COMPROBANTE DE CAUSACION,
Ticenergi,NI,145,ECANOLA TRASLADO AL GFASTO NOMINA 2021,
Ticenergi,NQ,34,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,35,COMPROBANTE DE CAUSACION,
Ticenergi,NI,170,ECANOLA TRASLADO AL GASTO NOMINA JUNIO 2,
Ticenergi,NQ,36,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,37,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,38,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,39,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ JULIO Y AGTO AL COSTO LR-RECLASIF NQ JULIO Y AGTO AL COSTO,
Ticenergi,NQ,26,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,27,COMPROBANTE DE CAUSACION,
Ticenergi,NI,129,ECANOLA TRASLADO AL COSTO NOMINA 2021,
Ticenergi,NQ,28,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,29,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,30,COMPROBANTE DE CAUSACION,
Ticenergi,NI,138,ECANOLA TRASLADO AL GASTO NOMINA 2021,
Ticenergi,NQ,31,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,32,COMPROBANTE DE CAUSACION,
Ticenergi,LP,44,COMPROBANTE DE CAUSACION,
Ticenergi,NI,145,ECANOLA TRASLADO AL GFASTO NOMINA 2021,
Ticenergi,NQ,26,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,27,COMPROBANTE DE CAUSACION,
Ticenergi,NI,129,ECANOLA TRASLADO AL COSTO NOMINA 2021,
Ticenergi,NQ,28,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,29,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,30,COMPROBANTE DE CAUSACION,
Ticenergi,NI,138,ECANOLA TRASLADO AL GASTO NOMINA 2021,
Ticenergi,NQ,31,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,32,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,33,COMPROBANTE DE CAUSACION,
Ticenergi,NI,145,ECANOLA TRASLADO AL GFASTO NOMINA 2021,
Ticenergi,NQ,34,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,35,COMPROBANTE DE CAUSACION,
Ticenergi,NI,170,ECANOLA TRASLADO AL GASTO NOMINA JUNIO 2,
Ticenergi,NQ,36,COMPROBANTE DE CAUSACION,
Ticenergi,LP,48,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ JULIO Y AGTO AL COSTO LR-RECLASIF NQ JULIO Y AGTO AL COSTO,
Ticenergi,NQ,26,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,27,COMPROBANTE DE CAUSACION,
Ticenergi,NI,129,ECANOLA TRASLADO AL COSTO NOMINA 2021,
Ticenergi,NQ,28,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,29,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,30,COMPROBANTE DE CAUSACION,
Ticenergi,NI,138,ECANOLA TRASLADO AL GASTO NOMINA 2021,
Ticenergi,NQ,31,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,32,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,33,COMPROBANTE DE CAUSACION,
Ticenergi,NI,145,ECANOLA TRASLADO AL GFASTO NOMINA 2021,
Ticenergi,NQ,34,COMPROBANTE DE CAUSACION,
Ticenergi,LP,45,COMPROBANTE DE CAUSACION,
Ticenergi,NI,170,ECANOLA TRASLADO AL GASTO NOMINA JUNIO 2,
Ticenergi,NI,77,RECLACIFICACION CTA 510506 A 720506,
Ticenergi,NQ,19,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,20,COMPROBANTE DE CAUSACION,
Ticenergi,NI,95,ECANOLA RECLASIFICACION CTA 510506 A 720 506,
Ticenergi,NQ,26,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,27,COMPROBANTE DE CAUSACION,
Ticenergi,NI,129,ECANOLA TRASLADO AL COSTO NOMINA 2021,
Ticenergi,NQ,28,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,29,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,30,COMPROBANTE DE CAUSACION,
Ticenergi,NI,138,ECANOLA TRASLADO AL GASTO NOMINA 2021,
Ticenergi,NQ,31,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,32,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,33,COMPROBANTE DE CAUSACION,
Ticenergi,NI,145,ECANOLA TRASLADO AL GFASTO NOMINA 2021,
Ticenergi,NQ,34,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,35,COMPROBANTE DE CAUSACION,
Ticenergi,NI,170,ECANOLA TRASLADO AL GASTO NOMINA JUNIO 2,
Ticenergi,NQ,36,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,37,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,38,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,39,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ JULIO Y AGTO AL COSTO LR-RECLASIF NQ JULIO Y AGTO AL COSTO,
Ticenergi,NQ,26,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,27,COMPROBANTE DE CAUSACION,
Ticenergi,NI,129,ECANOLA TRASLADO AL COSTO NOMINA 2021,
Ticenergi,NQ,28,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,29,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,30,COMPROBANTE DE CAUSACION,
Ticenergi,NI,138,ECANOLA TRASLADO AL GASTO NOMINA 2021,
Ticenergi,NQ,31,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,32,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,33,COMPROBANTE DE CAUSACION,
Ticenergi,NI,145,ECANOLA TRASLADO AL GFASTO NOMINA 2021,
Ticenergi,NQ,34,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,35,COMPROBANTE DE CAUSACION,
Ticenergi,NI,170,ECANOLA TRASLADO AL GASTO NOMINA JUNIO 2,
Ticenergi,NQ,36,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,37,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,38,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,39,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ JULIO Y AGTO AL COSTO LR-RECLASIF NQ JULIO Y AGTO AL COSTO,
Ticenergi,NQ,34,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,35,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,37,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ JUNIO A AGTO AL COSTO LR-RECLASIF NQ JUNIO A AGTO AL COSTO,
Ticenergi,NQ,32,COMPROBANTE DE CAUSACION,
Ticenergi,LP,44,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ JUNIO A AGTO AL COSTO LR-RECLASIF NQ JUNIO A AGTO AL COSTO,
Ticenergi,NQ,32,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,33,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,35,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ JUNIO A AGTO AL COSTO LR-RECLASIF NQ JUNIO A AGTO AL COSTO,
Ticenergi,NQ,26,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,27,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,28,COMPROBANTE DE CAUSACION,
Ticenergi,LP,42,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ FEBRERO A JUNIO AL COSTO  LR-RECLASIF NQ FEBRERO A JUNIO AL COSTO,
Ticenergi,NQ,26,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,27,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,28,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,29,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,30,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,31,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,32,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,33,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ FEBRERO A JUNIO AL COSTO  LR-RECLASIF NQ FEBRERO A JUNIO AL COSTO,
Ticenergi,NQ,30,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,31,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,32,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,33,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,34,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,35,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,36,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,37,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,38,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,39,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ FEBRERO A JUNIO AL COSTO  LR-RECLASIF NQ FEBRERO A JUNIO AL COSTO,
Ticenergi,NQ,37,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,38,COMPROBANTE DE CAUSACION,
Ticenergi,NQ,39,COMPROBANTE DE CAUSACION,
Ticenergi,NI,192,LR-RECLASIF NQ JULIO A AGTO AL COSTO LR-RECLASIF NQ JULIO A AGTO AL COSTO,
Ticenergi,DS,265,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,407,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-195
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,266,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,126,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,333,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,303,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,304,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,190,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,334,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-188
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,218,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,481,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,144,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,335,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,245,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,379,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,157,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,380,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,319,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,153,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,195,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,352,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,78,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-161
Ticenergi,DS,353,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,267,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,405,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-195
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,178,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,720,ANAC CC110158 SERVICIOS PROFESIONALES DE,PE-246
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,246,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,381,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,170,ANAC CC110178 SERV PROF GESTOR COMUNICAC,PE-163
Ticenergi,DS,296,ANAC CC110178 SERV PROF GESTOR COMUNICAC,PE-191
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,276,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-172
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,171,ANAC CC110178 SERV PROF GESTOR COMUNICAC,PE-163
Ticenergi,DS,290,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-191
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,196,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,197,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,354,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,247,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,382,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,299,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,500,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-186
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,127,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,336,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,128,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,337,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,129,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,338,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,94,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,442,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,95,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-162
Ticenergi,DS,475,ANAC CC110178 SERV PROF GESTOR AUXILIAR,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,159,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,96,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,458,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,97,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,130,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,179,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,423,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,98,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,465,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,180,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,433,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,150,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-162
Ticenergi,DS,416,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,181,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,440,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,148,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,418,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,310,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,99,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,472,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,316,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,278,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-172
Ticenergi,DS,461,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,116,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,469,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,100,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,457,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
