03-11-2025 07:00:07 | TRACE | Task: 001_InicializarVariables | Desc: Se inicializan las rutas del robot.
03-11-2025 07:00:07 | TRACE | Task: 001_InicializarVariables | Desc: Se leen los datos parametrizados en el archivo: C:/Users/administrator.ENERGIZANDO/Documents/01_RecuperacionSoportes/Process/config/Config.xlsx y se inicializan las variables del proceso.
03-11-2025 07:00:07 | TRACE | Task: 001_InicializarVariables | Desc: Se obtiene las credencial CredencialesWorkManager.
03-11-2025 07:00:07 | TRACE | Task: 001_InicializarVariables | Desc: Se obtiene las credencial CredencialesSiesa.
03-11-2025 07:00:07 | TRACE | Task: 001_InicializarVariables | Desc: Se obtiene las credencial O365.
03-11-2025 07:00:07 | TRACE | Task: 001_InicializarVariables | Desc: Se deja lista la plantilla del reporte.
03-11-2025 07:00:07 | TRACE | Task: 002_NotificacionCorreo | Desc: Conexión exitosa con el servidor de correos. Tipo de notificación: INICIO
03-11-2025 07:00:07 | INFO | Task: 002_NotificacionCorreo | Desc: Asunto: [INICIO] | Inicio de ejecución | [Recupercion de Soportes] | 03112025-070007 - Destinatarios: contabilidad.finanzas@energizan,julian.lopez@energizando.com,yhonatan.ospina@energizando.com
03-11-2025 07:00:08 | TRACE | Task: 002_NotificacionCorreo | Desc: Notificación enviada.
03-11-2025 07:00:08 | TRACE | Task: 016_ObtenerInformacionArchivoBase | Desc: Se va a descargar el archivo base de la ruta //10.238.99.5/temporales/ROCKETBOT/Inusmo busqueda masiva - UT Ticenergi.xlsx
03-11-2025 07:00:10 | TRACE | Task: 016_ObtenerInformacionArchivoBase | Desc: Se va a descargar exitosamente el archivo base en C:/Users/administrator.ENERGIZANDO/Documents/01_RecuperacionSoportes/Input/Inusmo busqueda masiva - UT Ticenergi.xlsx
03-11-2025 07:00:10 | TRACE | Task: 016_ObtenerInformacionArchivoBase | Desc: Comienza el proceso de extraccion de informacion del archivo base.
