19-10-2025 17:42:55 | TRACE | Task: 001_InicializarVariables | Desc: Se inicializan las rutas del robot.
19-10-2025 17:42:55 | TRACE | Task: 001_InicializarVariables | Desc: Se leen los datos parametrizados en el archivo: D:/Laburo/VORTEX/PROYECTOS/01_RecuperacionSoportes/Process/config/Config.xlsx y se inicializan las variables del proceso.
19-10-2025 17:42:55 | INFO | Task: 001_InicializarVariables | Desc: ResoluciÃ³n inicial: (1920, 1080)
19-10-2025 17:42:55 | TRACE | Task: 001_InicializarVariables | Desc: Se deja lista la plantilla del reporte.
19-10-2025 17:43:05 | TRACE | Task: 016_ObtenerInformacionArchivoBase | Desc: Se va a descargar el archivo base de la ruta //10.238.99.5/temporales/ROCKETBOT/Copia de Inusmo busqueda masiva - UT Ticenergi.xlsx
19-10-2025 17:43:48 | ERROR | Task: 016_ObtenerInformacionArchivoBase | Desc: OcurriÃ³ un error al obtener informaciÃ³n de archivo de insumo. | Error: [Errno 2] No such file or directory: '//10.238.99.5/temporales/ROCKETBOT/Copia de Inusmo busqueda masiva - UT Ticenergi.xlsx'
19-10-2025 17:44:50 | TRACE | Task: 017_ObtenerInformacionAProcesar | Desc: Se van a obtener los datos a trabajar del archivo de seguimiento.
19-10-2025 17:44:50 | ERROR | Task: 017_ObtenerInformacionAProcesar | Desc: OcurriÃ³ un error al cruzar informaciÃ³n con archivo de seguimiento. | Error: invalid syntax (<string>, line 200)
19-10-2025 17:45:29 | TRACE | Task: 016_ObtenerInformacionArchivoBase | Desc: Se va a descargar el archivo base de la ruta //10.238.99.5/temporales/ROCKETBOT/Copia de Inusmo busqueda masiva - UT Ticenergi.xlsx
19-10-2025 17:45:51 | TRACE | Task: 016_ObtenerInformacionArchivoBase | Desc: Se va a descargar exitosamente el archivo base en D:/Laburo/VORTEX/PROYECTOS/01_RecuperacionSoportes/Input/Inusmo busqueda masiva - UT Ticenergi.xlsx
19-10-2025 17:45:51 | TRACE | Task: 016_ObtenerInformacionArchivoBase | Desc: Comienza el proceso de extraccion de informacion del archivo base.
